0.995	1.347	3.307	6.135	9.515	11.577	11.474	11.516	8.794	11.582	13.123	12.522	8.837	9.163	10.847	6.478	7.155	11.050	11.807	9.901	11.854	15.047	14.088	14.152	17.839	19.516	17.498	19.144	22.893	23.313	22.403	25.935	27.939	25.524	28.526	31.273	32.369	31.669	34.286	36.599	39.607	41.422	45.260	48.069	50.340	51.200	26.955	23.355	23.452	22.886	18.690	20.780	17.401	15.821	19.914	18.874	17.029	19.378	21.497	16.990	19.619	22.499	21.400	18.508	22.897	25.403	23.965	22.376	27.673	29.367	26.211	30.035	32.800	33.412	30.821	32.027	37.564	38.942	39.692	27.649	24.679	27.624	29.015	28.385	25.713	28.942	28.970	22.995	26.614	29.537	27.136	23.555	28.381	30.211	25.449	27.690	31.880	29.619	27.875	32.008	34.043	29.722	32.222	35.602	35.635	32.617	36.942	39.570	36.074	39.077	41.657	43.227
1.347	0.960	1.346	2.949	6.354	8.174	7.677	7.747	5.364	8.035	10.281	9.782	6.079	6.885	9.039	6.969	6.754	10.195	11.783	11.052	12.125	15.351	15.733	15.768	18.777	20.744	19.734	20.795	24.420	25.377	24.752	27.941	29.921	28.121	31.051	33.572	34.926	34.649	36.954	39.186	42.006	43.649	47.824	50.417	52.558	53.470	24.098	21.116	21.055	20.989	17.102	19.910	16.913	14.876	19.446	19.076	17.720	19.972	22.279	18.726	21.304	24.081	23.339	21.063	25.191	27.688	26.774	25.360	30.379	32.167	29.531	33.135	35.792	36.704	34.379	35.433	40.913	41.759	43.230	24.929	22.317	25.629	26.846	26.772	24.305	27.829	28.686	22.869	25.929	29.047	27.492	23.445	28.090	30.263	26.307	28.117	32.493	30.492	29.311	33.256	35.311	31.351	34.091	37.346	37.504	34.920	39.122	41.697	38.557	41.618	44.196	45.605
3.307	1.346	0.997	1.347	3.460	6.383	7.654	8.504	6.984	9.330	12.554	11.824	7.743	9.583	11.669	9.733	10.159	13.464	14.936	14.454	15.631	18.784	19.036	19.269	22.323	24.231	23.029	24.314	27.939	28.740	28.115	31.397	33.340	31.311	34.379	36.954	38.172	37.777	40.214	42.465	45.297	46.995	51.074	53.701	55.839	56.759	25.663	23.263	23.473	23.633	19.613	22.410	19.560	17.931	22.440	21.814	20.832	23.219	25.286	21.455	24.395	27.172	25.857	23.830	28.163	30.558	29.178	28.232	33.218	34.744	31.872	35.845	38.497	39.026	36.516	38.134	43.577	44.845	45.951	26.154	23.904	27.461	28.945	29.059	26.919	30.345	31.349	25.610	28.892	32.007	30.542	26.667	31.296	33.506	29.680	31.589	35.899	33.679	32.682	36.683	38.654	34.491	37.415	40.656	40.610	37.982	42.303	44.850	41.399	44.614	47.148	48.811
6.135	2.949	1.347	0.997	1.347	3.418	3.643	4.450	3.567	5.605	9.222	9.049	4.978	7.276	9.777	10.007	9.361	11.873	14.139	14.611	14.836	17.789	19.160	19.507	21.639	24.009	23.817	24.362	27.877	29.217	28.910	31.753	33.624	32.391	35.239	37.559	39.064	39.102	41.176	43.344	45.961	47.348	51.793	54.188	56.159	57.114	22.199	20.228	20.083	20.706	17.341	20.430	18.226	16.227	20.904	21.107	20.474	22.432	24.804	22.085	24.675	27.386	26.687	25.227	29.107	31.496	30.886	29.915	34.514	36.289	34.114	37.632	40.165	41.162	39.033	40.182	45.561	46.068	47.980	23.004	21.031	24.699	25.796	26.490	24.417	28.083	29.747	24.387	26.787	30.116	29.413	25.189	29.353	31.974	28.970	30.274	34.794	32.988	32.421	36.214	38.229	34.532	37.648	40.721	40.896	38.759	42.874	45.361	42.454	45.624	48.140	49.470
9.515	6.354	3.460	1.347	0.997	1.350	3.582	5.703	6.543	8.425	12.659	12.707	8.936	11.599	14.201	14.348	13.555	16.349	18.609	18.876	19.093	22.277	23.525	23.445	25.855	28.268	27.910	28.227	31.982	33.316	32.836	35.681	37.649	36.313	38.945	41.399	42.927	42.689	44.848	47.105	49.810	51.007	55.492	57.990	59.984	60.950	25.439	24.049	24.005	24.952	21.571	24.608	22.488	20.659	25.333	25.419	24.815	26.870	29.216	26.239	28.950	31.685	30.831	29.213	33.236	35.635	34.783	33.795	38.562	40.259	37.809	41.454	44.062	44.903	42.640	43.876	49.278	49.930	51.541	25.995	24.474	28.452	29.583	30.557	28.681	32.323	34.074	28.752	31.175	34.545	33.854	29.629	33.794	36.437	33.365	34.629	39.179	37.406	36.683	40.449	42.512	38.835	41.779	44.919	45.106	42.882	46.974	49.472	46.494	49.624	52.161	53.559
11.577	8.174	6.383	3.418	1.350	0.997	1.344	3.573	5.882	7.849	11.661	12.661	9.602	11.955	15.080	15.983	14.125	16.647	19.591	20.009	19.550	22.763	24.579	24.164	26.092	29.003	29.052	28.679	32.597	34.239	33.790	36.350	38.441	37.530	39.797	42.168	43.898	43.729	45.684	47.978	50.644	51.497	56.225	58.660	60.541	61.483	25.025	23.765	23.300	24.624	21.936	25.196	23.502	21.109	25.925	26.608	25.920	27.591	30.328	27.890	30.277	32.963	32.605	30.968	34.740	37.203	36.711	35.422	40.113	42.022	39.772	43.120	45.746	46.819	44.684	45.500	50.957	51.204	53.052	26.034	24.692	28.609	29.221	30.678	28.714	32.554	34.659	29.661	31.253	34.761	34.517	29.916	33.660	36.634	33.952	34.602	39.415	38.157	37.384	40.974	43.180	39.909	42.719	45.802	46.256	44.210	48.116	50.620	48.024	51.008	53.543	54.623
11.474	7.677	7.654	3.643	3.582	1.344	0.997	1.348	3.094	5.645	9.466	10.453	7.520	9.595	12.946	14.297	11.958	14.420	17.499	18.092	17.344	20.505	22.566	22.225	23.867	26.921	27.297	26.703	30.570	32.350	32.030	34.477	36.527	35.889	38.110	40.360	42.161	42.230	44.041	46.270	48.877	49.707	54.510	56.886	58.739	59.668	22.235	21.148	20.689	22.166	19.692	22.998	21.550	18.948	23.798	24.749	24.022	25.531	28.422	26.339	28.505	31.153	31.173	29.610	33.129	35.625	35.543	34.061	38.558	40.688	38.778	41.830	44.395	45.734	43.818	44.270	49.720	49.575	51.846	23.297	22.130	26.123	26.556	28.255	26.335	30.224	32.495	27.617	28.951	32.499	32.398	27.712	31.335	34.386	31.813	32.350	37.213	36.099	35.358	38.920	41.137	38.005	40.818	43.864	44.448	42.501	46.335	48.835	46.480	49.396	51.937	52.810
11.516	7.747	8.504	4.450	5.703	3.573	1.348	0.997	1.343	3.239	5.718	7.845	5.824	7.049	10.671	12.461	9.805	11.396	15.042	16.041	14.817	17.478	20.059	19.861	20.787	24.186	25.033	24.063	27.803	29.734	29.699	31.808	33.894	33.643	35.656	37.742	39.632	39.965	41.538	43.722	46.197	46.866	51.875	54.110	55.854	56.814	20.421	18.681	17.680	18.969	16.870	20.448	19.088	15.890	20.832	22.161	21.431	22.662	25.797	24.240	26.100	28.687	29.203	27.750	30.960	33.465	33.837	32.197	36.344	38.753	37.211	39.954	42.436	43.994	42.408	42.459	47.841	47.190	49.910	22.102	20.430	23.906	24.041	25.597	23.314	27.365	29.631	24.923	25.719	29.290	29.384	24.433	27.808	31.034	28.742	28.933	33.876	33.116	32.384	35.799	38.061	35.274	38.037	40.998	41.759	40.090	43.710	46.159	44.190	46.988	49.512	50.204
8.794	5.364	6.984	3.567	6.543	5.882	3.094	1.343	1.080	1.346	3.731	6.104	3.627	3.573	7.321	8.793	6.208	8.212	11.394	12.331	11.400	14.319	16.534	16.650	17.904	20.902	21.614	21.109	24.696	26.493	26.436	28.784	30.752	30.284	32.621	34.716	36.502	36.871	38.570	40.697	43.205	44.187	48.992	51.262	53.110	54.059	19.089	16.903	15.949	16.842	14.456	18.001	16.189	12.997	17.955	19.050	18.037	19.479	22.490	20.710	22.576	25.208	25.661	24.088	27.391	29.892	30.207	28.618	32.865	35.165	33.605	36.443	38.903	40.445	38.827	38.997	44.342	43.871	46.571	20.806	18.751	22.016	22.337	23.509	21.060	25.086	27.062	22.023	23.299	26.771	26.489	21.652	25.408	28.367	25.680	26.322	31.120	30.047	29.303	32.878	35.052	31.996	34.850	37.849	38.493	36.672	40.432	42.910	40.740	43.614	46.162	46.989
11.582	8.035	9.330	5.605	8.425	7.849	5.645	3.239	1.346	0.997	1.342	2.594	2.132	2.737	5.417	7.935	7.722	7.160	10.501	12.416	12.194	13.427	16.210	17.563	17.968	20.732	21.951	22.162	24.936	26.599	27.229	29.385	30.827	30.745	33.571	35.364	37.000	37.973	39.520	41.410	43.565	44.939	49.644	51.557	53.359	54.331	13.673	12.514	12.163	13.850	11.415	14.818	13.636	10.864	15.682	16.957	16.631	18.357	20.978	19.630	21.671	24.282	24.688	23.865	26.997	29.301	29.885	28.971	32.506	34.861	33.893	36.688	38.842	40.420	39.262	39.660	44.731	43.985	47.497	15.055	13.680	17.595	17.914	19.818	18.013	21.900	24.403	19.574	20.769	24.404	24.487	19.933	23.531	26.614	24.627	25.445	29.973	28.590	28.584	32.171	34.066	30.950	34.377	37.181	37.568	36.190	39.948	42.261	40.104	43.192	45.742	46.661
